@relation 'sysdev-weka.filters.unsupervised.attribute.Remove-R1-8,10,12-14,16-22'

@attribute x-mean1000 numeric
@attribute z-mean1000 numeric
@attribute abs-var1000 numeric
@attribute class {WALKING,STANDING,SITTING}

@data
-8.904302,1.498238,12.482023,WALKING
-9.449116,1.430136,14.298253,WALKING
-10.096979,1.306478,15.252543,WALKING
-10.159077,1.2718,14.281042,WALKING
-9.346964,1.409706,19.116099,WALKING
-8.948568,1.256477,20.183469,WALKING
-9.018616,0.729661,19.119317,WALKING
-9.444473,0.585056,21.282425,WALKING
-10.099178,0.529336,17.521629,WALKING
-9.8763,0.557196,19.953397,WALKING
-9.583772,0.571126,22.617995,WALKING
-9.402126,0.539366,21.515623,WALKING
-9.002198,0.561839,16.658344,WALKING
-9.551269,0.54907,26.4773,WALKING
-9.857727,0.523532,24.729919,WALKING
-9.615114,0.638454,26.854947,WALKING
-9.526841,0.692861,27.914178,WALKING
-9.433571,0.62624,27.20219,WALKING
-9.444473,0.306458,28.548803,WALKING
-9.755574,0.485225,28.520124,WALKING
-9.959879,0.587377,25.951977,WALKING
-9.870496,0.715068,26.630091,WALKING
-9.627883,0.702299,26.894569,WALKING
-9.782134,0.72324,26.552479,WALKING
-9.766678,0.759482,28.163018,WALKING
-10.433496,0.640775,23.040118,WALKING
-9.921572,0.663992,26.488423,WALKING
-9.934341,0.727837,26.693655,WALKING
-9.555912,0.626846,26.040069,WALKING
-9.500192,0.529336,25.273134,WALKING
-9.973809,0.515406,25.575894,WALKING
-10.391706,0.766145,24.719585,WALKING
-9.224381,0.842759,19.242017,WALKING
-8.994537,0.873405,17.348257,WALKING
-9.263384,0.835794,17.187242,WALKING
-9.764861,0.919374,26.419816,WALKING
-10.477939,0.977746,23.33264,WALKING
-10.492532,0.977746,23.465945,WALKING
-9.937989,1.196645,28.113482,WALKING
-10.033163,0.972671,26.007633,WALKING
-10.059811,0.866076,26.356951,WALKING
-10.097785,0.459687,26.665176,WALKING
-10.594685,0.627509,21.109628,WALKING
-10.140968,0.738285,26.235024,WALKING
-9.873272,0.772807,27.04374,WALKING
-9.793326,0.799455,24.702578,WALKING
-9.883265,0.932143,23.656785,WALKING
-9.586001,0.980665,24.513412,WALKING
-9.666191,1.008757,24.752688,WALKING
-9.416613,1.211901,25.937081,WALKING
-9.260356,1.012643,23.06881,WALKING
-9.385271,0.97045,22.69511,WALKING
-9.536967,1.103248,22.94055,WALKING
-9.622776,1.127765,21.342716,WALKING
-9.610517,1.127765,21.182365,WALKING
-9.549226,1.115506,21.424867,WALKING
-9.46022,1.092589,27.039654,WALKING
-9.973809,1.156182,27.705655,WALKING
-10.127038,1.197971,27.319454,WALKING
-9.86237,1.295481,30.262314,WALKING
-9.597702,1.39299,32.197295,WALKING
-9.430543,1.142252,30.967005,WALKING
-9.472333,0.668635,31.583182,WALKING
-10.492532,0.977746,28.558487,WALKING
-10.205045,1.072602,32.417155,WALKING
-9.952583,1.109085,33.528366,WALKING
-8.998716,1.072602,20.868359,WALKING
-9.249454,1.072602,27.216143,WALKING
-10.126432,1.092589,34.983577,WALKING
-10.432335,1.047064,31.308215,WALKING
-10.253568,1.161986,34.211612,WALKING
-10.138646,1.302446,34.938807,WALKING
-9.83451,1.156182,35.977522,WALKING
-9.675311,0.831814,36.08604,WALKING
-9.766677,0.97267,33.260887,WALKING
-10.259675,1.025967,30.733527,WALKING
-10.182757,1.184041,32.675426,WALKING
-9.458403,1.114392,26.354366,WALKING
-8.956926,1.100462,16.724602,WALKING
-9.737001,1.156182,21.066207,WALKING
-10.182757,1.072602,16.830169,WALKING
-10.025549,1.196645,20.100441,WALKING
-9.433571,1.15921,23.710077,WALKING
-9.576807,1.021526,23.538219,WALKING
-9.781112,0.944912,25.296964,WALKING
-9.755574,0.906604,24.77004,WALKING
-9.768343,0.881066,24.80783,WALKING
-9.627883,0.944912,26.362387,WALKING
-9.640652,0.919373,26.411806,WALKING
-8.795339,0.995988,22.165241,WALKING
-9.193735,1.050712,27.431168,WALKING
-10.043458,0.975093,26.889794,WALKING
-10.196687,0.947233,24.444682,WALKING
-9.541982,1.267621,28.842131,WALKING
-9.430543,1.184041,27.65574,WALKING
-9.981769,0.773441,27.936668,WALKING
-10.603441,0.812113,23.633335,WALKING
-10.536312,0.94856,22.711899,WALKING
-9.821243,1.211238,28.711636,WALKING
-9.633435,1.225831,27.192309,WALKING
-9.66619,1.276908,26.113972,WALKING
-9.730036,1.340753,26.767483,WALKING
-9.934341,1.315215,25.102868,WALKING
-10.006514,1.34575,26.329873,WALKING
-9.446895,1.465668,28.706012,WALKING
-9.096225,1.504429,27.752281,WALKING
-9.615114,1.417367,29.939341,WALKING
-9.904717,1.434223,31.914478,WALKING
-10.321499,1.434223,28.669905,WALKING
-10.24795,1.458739,29.777514,WALKING
-9.068366,1.36513,29.354189,WALKING
-8.775838,1.39299,27.922891,WALKING
-8.974836,1.546882,30.041643,WALKING
-9.973809,1.615869,39.667898,WALKING
-10.767813,1.574079,35.444882,WALKING
-10.656374,1.546219,36.904767,WALKING
-9.90416,1.47657,40.409915,WALKING
-9.704498,1.09814,34.325088,WALKING
-9.500192,0.729661,36.812346,WALKING
-10.051816,0.658884,34.367151,WALKING
-10.419566,0.750822,30.26624,WALKING
-10.489215,1.100462,25.857632,WALKING
-10.210617,1.184042,28.980372,WALKING
-9.374823,1.142252,25.535349,WALKING
-8.980546,1.092589,15.541094,WALKING
-10.185216,1.928882,22.162515,WALKING
-10.131135,1.910855,22.106191,WALKING
-9.842704,1.766639,23.493682,WALKING
-9.568294,1.719569,24.823894,WALKING
-9.543972,1.094492,30.700813,WALKING
-9.900945,0.966521,29.682557,WALKING
-10.160255,0.848652,27.353757,WALKING
-10.372418,0.683637,27.043443,WALKING
-10.08757,0.40861,26.81467,WALKING
-8.79534,-0.091938,13.256952,WALKING
-9.026576,-0,13.160178,WALKING
-9.219273,0.255381,13.182114,WALKING
-9.382324,0.518621,12.923836,WALKING
-9.478303,0.744255,12.193882,WALKING
-9.83451,1.058672,9.225145,WALKING
-9.500193,1.200293,10.645218,WALKING
-9.525731,1.276907,10.159338,WALKING
-9.057532,2.213306,12.879632,WALKING
-8.887277,2.083913,12.164953,WALKING
-8.915137,1.978046,11.072227,WALKING
-9.142659,1.940899,11.266328,WALKING
-9.476619,1.933041,12.973872,WALKING
-9.295887,1.838747,26.244113,WALKING
-9.976905,1.634442,30.908862,WALKING
-10.205045,1.532289,28.803683,WALKING
-10.848607,1.317769,25.276614,WALKING
-11.18571,1.16454,20.351756,WALKING
-10.670304,1.170112,23.960125,WALKING
-10.909898,1.195185,25.824698,WALKING
-10.391706,1.142252,28.986145,WALKING
-9.704497,0.885323,33.924477,WALKING
-9.684067,0.704853,30.553418,WALKING
-9.723071,0.529336,27.792501,WALKING
-9.985417,0.357534,26.921269,WALKING
-9.730036,0.127691,21.382515,WALKING
-9.653421,0.204305,20.322223,WALKING
-9.528052,0.445757,22.554327,WALKING
-9.832188,0.715068,22.565417,WALKING
-9.857727,1.047064,22.483337,WALKING
-9.908803,1.200293,21.319841,WALKING
-10.335986,1.337271,18.540021,WALKING
-9.883265,1.353522,21.59812,WALKING
-9.618061,1.296552,21.66404,WALKING
-9.500192,1.203942,20.469326,WALKING
-8.917922,2.114559,20.526584,WALKING
-9.500192,2.145205,25.332372,WALKING
-10.189722,2.221819,34.378189,WALKING
-9.80665,1.894467,34.653207,WALKING
-11.134634,1.430137,32.360024,WALKING
-11.093773,1.348415,29.164506,WALKING
-10.614584,1.225831,31.176634,WALKING
-11.415554,1.417368,37.05481,WALKING
-10.623871,1.293933,42.568869,WALKING
-10.235691,1.16454,41.269445,WALKING
-10.252407,1.002953,37.518249,WALKING
-9.622776,0.58227,34.502311,WALKING
-8.979214,0.214521,20.026022,WALKING
-9.101797,0.183875,21.372905,WALKING
-9.360894,0.473617,20.726711,WALKING
-8.979214,0.79679,20.163496,WALKING
-9.500193,1.256477,18.498428,WALKING
-9.472333,1.44871,16.829152,WALKING
-9.583772,1.615868,14.725715,WALKING
-9.091582,1.634442,18.102609,WALKING
-8.722261,1.650157,19.811427,WALKING
-8.887277,2.06859,18.808675,WALKING
-9.005145,2.074484,17.768394,WALKING
-9.09944,2.428089,19.281673,WALKING
-9.476619,2.75812,26.230815,WALKING
-10.134998,2.8019,35.56917,WALKING
-10.477027,2.566584,32.859756,WALKING
-9.412633,1.904416,42.267765,WALKING
-9.759503,1.815173,42.854344,WALKING
-9.853798,1.744452,41.35542,WALKING
-10.113108,1.626584,38.758779,WALKING
-10.244447,1.44473,36.347617,WALKING
-10.337844,1.287123,34.118202,WALKING
-10.44314,0.942947,38.828763,WALKING
-10.018813,0.777931,33.079704,WALKING
-9.429471,0.801505,20.977381,WALKING
-9.360893,1.337271,18.235288,WALKING
-9.142658,1.532289,17.688018,WALKING
-8.294792,1.654872,19.695633,WALKING
-8.417375,1.614011,18.207815,WALKING
-8.785124,1.593581,15.49185,WALKING
-9.35875,2.263073,21.691026,WALKING
-10.003659,2.320323,31.17375,WALKING
-10.256122,2.288218,31.194896,WALKING
-10.342951,2.240973,29.451964,WALKING
-10.036494,2.240973,29.90839,WALKING
-9.712355,1.673731,38.735183,WALKING
-10.062032,1.481213,39.108189,WALKING
-9.688782,1.414421,39.578966,WALKING
-9.9161,1.094492,34.002574,WALKING
-10.183829,0.660063,33.471898,WALKING
-10.018813,0.4479,30.995453,WALKING
-9.594487,0.424326,20.803551,WALKING
-9.346964,0.490332,22.518763,WALKING
-9.667351,0.752215,22.337648,WALKING
-9.602345,1.021526,20.592054,WALKING
-11.076261,2.320324,12.700679,WALKING
-10.266337,2.298434,19.774615,WALKING
-9.704498,2.213307,22.661538,WALKING
-9.530838,2.053267,20.966593,WALKING
-8.465897,2.375048,17.622017,WALKING
-8.751073,2.247357,16.981222,WALKING
-8.979214,2.114559,16.231489,WALKING
-9.80665,1.123679,15.290378,WALKING
-11.74755,1.276908,17.429016,WALKING
-11.236787,1.327984,28.320132,WALKING
-10.200667,1.35717,37.171624,WALKING
-9.500192,1.302446,39.602911,WALKING
-9.159684,1.19178,37.26548,WALKING
-8.580819,1.182052,44.903315,WALKING
-8.887277,0.957681,40.482444,WALKING
-9.125633,0.817221,36.84488,WALKING
-9.59213,0.704853,37.084021,WALKING
-9.277314,0.947233,35.475015,WALKING
-8.887277,1.072602,35.367756,WALKING
-7.271408,0.947233,20.167782,WALKING
-7.327128,1.002953,19.599792,WALKING
-8.172208,1.055577,18.213348,WALKING
-8.488882,1.133894,18.324447,WALKING
-9.026576,1.197971,22.514107,WALKING
-9.832188,1.251369,34.952109,WALKING
-9.416613,1.44871,40.584851,WALKING
-8.335653,1.74681,43.106286,WALKING
-8.162922,1.643728,39.911334,WALKING
-8.248823,1.481213,36.688267,WALKING
-8.657433,1.123679,36.829839,WALKING
-9.667351,0.668635,33.546568,WALKING
-10.419566,0.780074,32.368936,WALKING
-10.342952,0.97045,29.83419,WALKING
-10.057389,1.058672,34.599704,WALKING
-9.138015,1.114392,34.777144,WALKING
-7.800745,1.114392,19.025019,WALKING
-8.631895,1.200293,33.01375,WALKING
-9.602345,1.302446,43.532507,WALKING
-9.735929,1.249405,40.674564,WALKING
-10.753884,1.44871,39.724472,WALKING
-10.623871,1.353522,36.839209,WALKING
-10.164185,1.481213,41.017694,WALKING
-10.301698,1.3437,38.247196,WALKING
-10.529015,1.247721,36.761517,WALKING
-10.441456,1.44473,36.708101,WALKING
-10.419566,1.532289,34.276949,WALKING
-11.083558,1.225831,30.980225,WALKING
-9.738548,1.123679,13.882736,WALKING
-9.622775,1.103248,12.690374,WALKING
-9.77879,1.114392,12.162024,WALKING
-10.138646,1.174755,14.188002,WALKING
-10.642444,1.36513,21.659135,WALKING
-11.211248,1.430136,27.452156,WALKING
-10.994174,1.723825,41.445637,WALKING
-10.487667,1.56634,41.145535,WALKING
-10.38892,1.37906,37.287129,WALKING
-10.503145,1.197971,34.082208,WALKING
-10.670304,0.807934,34.302372,WALKING
-10.853714,0.663992,32.125016,WALKING
-10.867466,0.636489,29.658401,WALKING
-11.032481,0.663992,31.558783,WALKING
-8.785124,0.238356,18.125359,WALKING
-8.64211,0.306458,16.620233,WALKING
-8.692258,0.417897,15.207069,WALKING
-9.066044,0.536301,17.032776,WALKING
-10.045006,0.78317,18.414761,WALKING
-9.59213,0.888728,20.515389,WALKING
-9.221594,0.947233,21.427297,WALKING
-8.912815,0.919373,21.859067,WALKING
-8.840129,0.825079,20.337537,WALKING
-8.376514,1.047064,17.841811,WALKING
-8.675114,0.8958,18.456901,WALKING
-8.963891,1.021526,17.330801,WALKING
-8.840129,1.225831,16.384233,WALKING
-8.792982,1.296552,16.791442,WALKING
-8.555281,1.353522,20.095496,WALKING
-7.891289,1.276908,17.347977,WALKING
-7.179869,1.882527,8.069382,WALKING
-7.661446,1.685518,10.24503,WALKING
-7.201759,1.302446,7.861275,WALKING
-6.912326,1.259882,8.387308,WALKING
-6.571818,0.953424,9.654598,WALKING
-6.496906,0.888728,8.802854,WALKING
-7.398768,0.306458,12.001245,WALKING
-7.929596,0.497994,14.711939,WALKING
-8.342463,0.817221,15.988484,WALKING
-8.703402,1.133894,16.512353,WALKING
-8.608679,1.39299,15.245083,WALKING
-8.325438,1.532289,15.531442,WALKING
-8.109346,1.579437,15.325094,WALKING
-7.924124,1.576069,15.103245,WALKING
-8.478667,1.813209,20.80356,WALKING
-9.142658,1.762133,19.296456,WALKING
-9.730036,1.787671,18.872763,WALKING
-9.653421,1.889823,19.118301,WALKING
-9.11712,1.838747,21.260484,WALKING
-8.555281,1.65998,22.411131,WALKING
-8.044518,1.37906,21.569069,WALKING
-8.172209,1.021526,21.632264,WALKING
-8.657433,0.638454,21.070606,WALKING
-9.500192,0.183875,20.993639,WALKING
-9.639491,0.111439,19.415768,WALKING
-9.755574,0.076614,18.056234,WALKING
-9.80665,0.212163,16.787344,WALKING
-8.810662,0.306458,14.269572,WALKING
-8.510098,0.400753,15.233056,WALKING
-8.580819,0.275812,11.943279,WALKING
-8.552959,0.278598,10.862453,WALKING
-8.915136,0.306458,9.487695,WALKING
-9.249454,0.501476,12.084622,WALKING
-9.75093,0.863654,20.787084,WALKING
-10.317413,1.021526,26.087434,WALKING
-10.470642,1.276908,26.900173,WALKING
-10.113108,1.353522,29.17737,WALKING
-9.945949,1.309411,31.76545,WALKING
-10.475285,0.975093,27.311731,WALKING
-11.004622,0.752215,21.24542,WALKING
-11.109096,0.68953,19.689219,WALKING
-11.15035,0.777931,18.207043,WALKING
-11.394659,1.253691,11.293021,WALKING
-11.05802,1.200293,12.666233,WALKING
-10.572795,1.047064,7.084204,WALKING
-10.751562,1.072602,9.481073,WALKING
-11.594321,1.302446,11.417116,WALKING
-12.62049,1.810887,22.36858,WALKING
-12.718,1.736594,20.735125,WALKING
-12.820152,1.864285,20.115309,WALKING
-12.718,1.889823,20.664698,WALKING
-12.425472,1.588009,27.85936,WALKING
-11.006943,1.25137,43.950086,WALKING
-10.490287,1.202258,47.236703,WALKING
-10.178778,1.138272,46.594987,WALKING
-10.134998,0.897484,46.687254,WALKING
-10.660354,0.788034,46.806313,WALKING
-8.648921,0.78317,28.148891,WALKING
-8.182424,0.919374,29.04766,WALKING
-8.023623,1.030813,26.906796,WALKING
-8.552959,1.114392,24.011717,WALKING
-9.277314,1.170112,22.08469,WALKING
-8.529742,1.787671,32.197325,WALKING
-9.894209,1.794967,49.518377,WALKING
-10.726023,1.80044,53.819274,WALKING
-9.976904,1.736594,56.788128,WALKING
-9.408255,1.654872,57.087024,WALKING
-9.082295,1.560149,54.217875,WALKING
-9.11712,1.430136,49.70473,WALKING
-9.429471,1.225831,47.976173,WALKING
-9.76287,1.028823,47.256344,WALKING
-10.031386,0.898943,46.062996,WALKING
-10.976762,0.668635,46.999673,WALKING
-9.078813,0.459687,28.254766,WALKING
-8.61487,0.681017,28.336076,WALKING
-8.335653,0.766145,26.886582,WALKING
-6.190448,2.206496,2.724425,WALKING
-7.610369,1.991976,23.223063,WALKING
-8.186802,1.707408,23.665956,WALKING
-8.619126,1.532289,23.071469,WALKING
-8.546768,1.362035,20.642133,WALKING
-8.182424,1.287123,21.155602,WALKING
-7.937257,1.103248,23.67116,WALKING
-8.218641,1.002953,22.942608,WALKING
-8.682972,0.944912,25.62999,WALKING
-8.957998,1.013668,25.532588,WALKING
-9.084285,1.138272,24.290896,WALKING
-9.543972,1.160162,22.805397,WALKING
-10.136682,1.178684,18.651972,WALKING
-10.047438,1.138272,17.523,WALKING
-10.153969,1.144109,16.728523,WALKING
-10.817961,1.562935,16.075872,WALKING
-11.673257,1.615868,29.715996,WALKING
-11.900779,1.65998,28.680577,WALKING
-11.338939,1.60301,34.225919,WALKING
-10.901142,1.532289,37.005696,WALKING
-10.623871,1.362035,49.783261,WALKING
-10.572795,1.16454,44.903632,WALKING
-10.726024,0.919373,41.185545,WALKING
-11.202736,0.919373,48.454501,WALKING
-11.032481,1.195185,44.215929,WALKING
-10.670304,1.39299,42.605863,WALKING
-10.240799,1.481213,42.751322,WALKING
-8.206259,1.464187,13.881834,WALKING
-8.308412,1.56634,12.746767,WALKING
-9.22438,1.624227,27.25414,WALKING
-9.500192,2.48997,33.858761,WALKING
-9.368853,2.101425,37.711464,WALKING
-9.653421,1.991976,33.958654,WALKING
-10.463346,1.488509,31.628188,WALKING
-10.507125,1.269611,31.048396,WALKING
-9.768343,1.187524,34.747343,WALKING
-8.49326,0.875594,21.949639,WALKING
-9.232042,0.804452,26.528893,WALKING
-9.363989,0.919374,23.924697,WALKING
-9.438901,1.072603,21.709111,WALKING
-9.285672,1.16454,19.471116,WALKING
-9.221595,1.309411,17.804153,WALKING
-8.912815,1.37906,18.073779,WALKING
-8.604393,1.437995,18.588481,WALKING
-8.974836,1.554179,20.906611,WALKING
-9.39804,1.614011,24.506539,WALKING
-9.883265,1.666365,30.034706,WALKING
-9.867942,1.57315,32.661612,WALKING
-10.072247,1.532289,32.681123,WALKING
-10.791693,1.510399,26.516154,WALKING
-10.521719,1.409706,27.021396,WALKING
-10.113108,1.309411,34.875537,WALKING
-10.447426,1.058673,34.835929,WALKING
-11.032481,0.863654,30.626721,WALKING
-11.673257,0.752215,23.986069,WALKING
-11.093773,0.520978,21.946988,WALKING
-10.542149,0.612916,13.892209,WALKING
-10.205045,1.041957,12.676742,WALKING
-9.684067,1.501643,14.47487,WALKING
-9.249454,1.671588,16.56323,WALKING
-8.720118,1.950186,20.17078,WALKING
-8.529743,1.966438,19.201965,WALKING
-8.627966,1.909468,17.96307,WALKING
-9.052292,1.909468,19.12233,WALKING
-9.346963,2.06859,16.231886,WALKING
-9.288029,1.933042,15.087062,WALKING
-8.504205,2.119667,15.919419,WALKING
-8.156493,2.098058,17.69454,WALKING
-7.252835,1.915361,15.681431,WALKING
-7.237119,1.838747,14.48872,WALKING
-7.533755,1.302446,18.687151,WALKING
-7.967903,1.200293,18.455588,WALKING
-8.274361,1.197972,17.45241,WALKING
-7.708593,1.367273,17.725586,WALKING
-7.486327,1.42284,17.689491,WALKING
-7.09231,1.554179,14.000302,WALKING
-7.375418,1.450567,15.392978,WALKING
-7.712522,1.532289,15.614649,WALKING
-7.732167,1.414421,14.422209,WALKING
-7.840212,1.430137,14.74527,WALKING
-7.567151,1.461568,15.351185,WALKING
-7.45714,0.987475,17.872457,WALKING
-7.998549,0.888728,21.322807,WALKING
-8.190782,0.975093,20.27638,WALKING
-8.325437,1.072602,19.027737,WALKING
-8.887277,1.098141,17.124014,WALKING
-9.22438,1.225831,14.589822,WALKING
-8.887277,1.39299,15.302716,WALKING
-8.504204,1.506751,16.994528,WALKING
-9.325074,1.488509,22.672121,WALKING
-10.809603,1.783027,24.798591,WALKING
-10.930329,1.711056,23.05092,WALKING
-10.930329,1.915361,23.061135,WALKING
-10.853714,1.889823,22.534413,WALKING
-11.006943,1.608904,22.596584,WALKING
-11.18571,1.353522,22.486779,WALKING
-11.315366,1.178684,21.546627,WALKING
-11.480381,1.178684,20.124797,WALKING
-12.028469,0.995988,14.978319,WALKING
-11.46663,1.047064,19.389582,WALKING
-10.938187,0.990094,16.112715,WALKING
-11.098151,1.028823,15.645442,WALKING
-8.887277,1.685518,15.0958,WALKING
-8.342463,1.702543,18.313362,WALKING
-7.906612,1.654872,19.92477,WALKING
-7.082581,1.396086,18.970985,WALKING
-7.293696,1.287123,17.792459,WALKING
-8.312668,0.957681,28.277624,WALKING
-8.853226,0.817221,29.675955,WALKING
-8.734048,0.574608,34.911319,WALKING
-8.410565,0.851272,32.348001,WALKING
-8.029195,1.011311,31.224624,WALKING
-7.906612,1.103248,32.374754,WALKING
-7.745025,1.142252,29.93535,WALKING
-8.162922,1.086532,27.054815,WALKING
-9.057531,1.259882,26.748899,WALKING
-9.530838,1.37906,28.105832,WALKING
-9.898588,1.593581,36.900203,WALKING
-10.753884,1.643728,47.955041,WALKING
-9.89023,1.755168,54.851379,WALKING
-9.423578,1.685518,55.125404,WALKING
-8.970856,1.615869,55.824021,WALKING
-9.040506,1.481213,51.244193,WALKING
-9.755574,1.251369,50.077871,WALKING
-10.291875,1.302446,45.504455,WALKING
-10.521719,1.455675,42.967861,WALKING
-10.317413,1.65998,45.452132,WALKING
-9.900945,1.768026,45.758624,WALKING
-9.543972,1.816857,45.702579,WALKING
-9.237514,1.838747,47.067938,WALKING
-8.865387,1.751188,43.818339,WALKING
-9.03029,1.757025,41.670648,WALKING
-8.297935,1.673731,13.191114,WALKING
-8.186802,1.641738,12.579078,WALKING
-6.997454,1.864285,9.503475,WALKING
-6.907088,1.791599,8.976996,WALKING
-6.930661,1.532289,9.197113,WALKING
-7.402135,1.202257,12.799507,WALKING
-8.698687,0.683637,18.347592,WALKING
-8.396944,0.980665,17.074189,WALKING
-7.891289,0.944911,19.297031,WALKING
-7.708593,1.037242,18.582194,WALKING
-7.705225,1.072602,17.254923,WALKING
-7.880344,1.138272,17.380172,WALKING
-8.580819,1.116382,17.210114,WALKING
-8.560388,1.062387,16.076686,WALKING
-8.821607,1.028823,15.040678,WALKING
-7.354988,0.715068,14.19652,WALKING
-6.793149,0.612916,9.134273,WALKING
-7.398767,0.437797,11.977368,WALKING
-7.852982,0.229843,13.202317,WALKING
-9.132443,-0.245166,11.874276,WALKING
-8.631895,0.306458,12.147532,WALKING
-8.099242,0.612916,13.212806,WALKING
-7.73806,0.766145,13.317247,WALKING
-7.661445,0.817221,11.933064,WALKING
-7.753383,0.827436,10.894165,WALKING
-8.107202,0.835794,12.700572,WALKING
-8.717022,1.123679,15.604778,WALKING
-8.682971,1.225831,15.393383,WALKING
-8.488881,1.103248,14.627583,WALKING
-8.162922,1.086532,15.465643,WALKING
-7.605726,1.170112,15.406343,WALKING
-8.172208,0.646966,15.759275,WALKING
-8.274361,0.58227,14.320042,WALKING
-8.525099,0.473616,14.142979,WALKING
-8.942996,0.306458,15.048117,WALKING
-9.132443,0.153229,18.207638,WALKING
-8.803697,0.362177,18.351932,WALKING
-8.478666,0.510763,18.943018,WALKING
-7.661445,0.643561,17.920534,WALKING
-7.875966,0.674207,16.344893,WALKING
-7.967903,0.724355,15.078053,WALKING
-8.664398,0.696495,16.248312,WALKING
-9.014967,0.68953,17.453183,WALKING
-9.193735,0.752215,17.518986,WALKING
-8.366298,1.041957,19.722815,WALKING
-8.023623,1.058672,20.22476,WALKING
-7.763598,1.047064,20.110161,WALKING
-7.327128,0.919373,16.282498,WALKING
-7.84532,0.58227,15.62847,WALKING
-9.054436,0.724355,43.154683,WALKING
-10.021171,0.766145,57.629827,WALKING
-10.296983,1.256477,62.301712,WALKING
-10.358274,1.777455,62.899423,WALKING
-10.174399,2.114559,64.648293,WALKING
-10.453617,2.587866,64.427585,WALKING
-9.80665,2.727475,61.784017,WALKING
-10.586724,2.507382,67.165439,WALKING
-12.380896,2.635537,64.403912,WALKING
-12.843368,2.395943,61.691491,WALKING
-12.56477,2.298434,58.989456,WALKING
-11.975428,2.310221,64.117849,WALKING
-10.828176,2.553815,64.940909,WALKING
-10.230976,2.49881,69.604073,WALKING
-8.8362,2.221819,66.294115,WALKING
-8.792982,2.05091,61.364406,WALKING
-8.604392,1.555863,59.048368,WALKING
-8.934424,1.697305,58.457101,WALKING
-9.217308,1.626584,57.471627,WALKING
-9.240882,1.508715,59.176228,WALKING
-8.180066,1.626584,46.421638,WALKING
-7.284267,1.744452,29.301805,WALKING
-6.671351,1.7916,13.814135,WALKING
-7.024956,1.862321,21.031159,WALKING
-7.661445,1.815173,25.098787,WALKING
-8.453128,1.787671,19.091278,WALKING
-8.180066,1.815173,19.546599,WALKING
-7.880344,1.838747,20.565233,WALKING
-7.858454,1.816857,20.824798,WALKING
-8.121132,2.013866,23.141251,WALKING
-8.437805,2.390371,24.373887,WALKING
-8.537039,2.210874,23.544853,WALKING
-8.606357,2.477201,26.795317,WALKING
-8.246501,2.479522,26.484498,WALKING
-9.014968,2.451663,37.459864,WALKING
-9.627883,2.553815,44.106442,WALKING
-10.240799,2.528277,40.437898,WALKING
-11.422519,2.618821,27.765949,WALKING
-11.006943,2.400586,29.560535,WALKING
-10.753883,2.005906,31.939948,WALKING
-11.063127,1.37906,33.939989,WALKING
-11.116061,1.170112,30.88166,WALKING
-11.896135,0.891514,26.187067,WALKING
-11.798626,0.97045,24.162988,WALKING
-11.645397,0.858082,11.160712,WALKING
-11.645397,1.086532,10.149049,WALKING
-11.338939,1.09814,11.305968,WALKING
-10.930329,0.868297,7.857482,WALKING
-11.18571,0.842759,9.790258,WALKING
-12.035434,1.114392,7.187193,WALKING
-11.441092,1.09814,14.55271,WALKING
-10.726024,1.276907,22.566082,WALKING
-10.138646,1.404598,28.051742,WALKING
-8.42759,0.97045,41.764559,WALKING
-7.967903,0.612916,32.401233,WALKING
-8.318141,1.006933,29.201951,WALKING
-7.661446,1.37906,14.863535,WALKING
-7.916827,1.736594,11.657543,WALKING
-7.967903,2.043052,10.915803,WALKING
-7.617666,2.013866,10.879097,WALKING
-7.546524,1.915361,9.585152,WALKING
-7.763598,1.838747,9.256079,WALKING
-8.121132,1.777455,10.664119,WALKING
-8.44152,1.755167,11.729725,WALKING
-8.42759,1.65998,10.756746,WALKING
-8.172209,1.736594,12.679007,WALKING
-7.271408,1.755167,12.393509,WALKING
-7.022992,1.685518,12.703185,WALKING
-7.04853,1.579436,11.733793,WALKING
-7.380526,1.251369,13.435054,WALKING
-7.8317,1.225831,14.908968,WALKING
-7.906612,1.440352,13.513609,WALKING
-7.967903,1.643728,12.35616,WALKING
-7.73806,1.762132,12.433366,WALKING
-8.180067,1.791599,16.141195,WALKING
-8.79534,2.083913,32.702382,WALKING
-9.388753,2.061625,37.71272,WALKING
-9.730036,1.966438,37.171521,WALKING
-11.509194,2.281408,29.256087,WALKING
-11.155064,2.022622,28.83011,WALKING
-11.17178,1.810887,26.209318,WALKING
-11.676043,1.287123,25.821616,WALKING
-11.951855,0.950019,23.743373,WALKING
-12.035434,0.919373,21.69234,WALKING
-11.890563,0.674207,23.247012,WALKING
-11.28322,0.752215,28.425571,WALKING
-10.447426,0.696495,20.312866,WALKING
-9.714713,0.551624,13.586972,WALKING
-10.140968,0.557196,16.240714,WALKING
-10.08757,0.561839,14.957564,WALKING
-9.783077,0.565768,16.016852,WALKING
-9.368853,0.612916,19.207099,WALKING
-8.989429,0.653777,21.826417,WALKING
-8.44948,0.722365,25.006494,WALKING
-8.2335,0.735499,24.674496,WALKING
-7.45714,0.944912,25.455985,WALKING
-7.614298,1.013668,24.125808,WALKING
-7.991477,1.107963,24.016724,WALKING
-8.39223,1.272979,23.343809,WALKING
-8.297935,1.461568,23.493439,WALKING
-8.47137,1.40095,22.556271,WALKING
-8.095594,1.557827,22.90421,WALKING
